raw_line,name_cn,name_en,aliases
- **中英文通用名**: 氰草津 (Atrazine)，别名：阿特拉津、三嗪农,氰草津,Atrazine,阿特拉津、三嗪农
- **中英文通用名**: 氰菌胺 (Cyprodinil)，别名：赛普顿 (Cyproconazole) (注意：赛普顿是另一个不同的化合物，这里仅列出常见别名),氰菌胺,Cyprodinil,"赛普顿 (Cyproconazole) (注意:赛普顿是另一个不同的化合物,这里仅列出常见别名)"
- **中英文通用名**: 氰霜唑 (Cymoxanil)，别名：安克 (Anker),氰霜唑,Cymoxanil,安克 (Anker)
- **中英文通用名**: 水胺硫磷 (Isocarbophos); 别名：异丙威、异丙磷,水胺硫磷,Isocarbophos,异丙威、异丙磷
- **中英文通用名**: 水黄皮素 (Karanjin)，别名：水黄皮次素,水黄皮素,Karanjin,水黄皮次素
**中英文通用名**: 油酸（Oleic Acid），十八烯酸，顺-9-十八烯酸,油酸,Oleic Acid,十八烯酸、顺-9-十八烯酸
- **中英文通用名**: 治螟磷 (Azinphos-methyl)，别名：甲基治螟磷、Guthion,治螟磷,Azinphos-methyl,甲基治螟磷、Guthion
- **中英文通用名**: 波尔多液 / Bordeaux mixture；石硫合剂（别名）,波尔多液,Bordeaux mixture,石硫合剂（别名）
- **中英文通用名**: 消螨通 / Amitraz,消螨通,Amitraz,
- **中英文通用名**: 涕灭威 (Temephos)，别名：倍硫磷、硫丹磷,涕灭威,Temephos,倍硫磷、硫丹磷
- **中英文通用名**: 淡紫拟青霉 (Paecilomyces lilacinus)，别名：淡紫拟青霉菌,淡紫拟青霉,Paecilomyces lilacinus,淡紫拟青霉菌
- **中英文通用名**: 混灭威 (Methomyl)，别名：速灭威、灭多威,混灭威,Methomyl,速灭威、灭多威
- **中英文通用名**: 溴噁草松 (Bromoxynil)；常见别名：草枯灵、草灭灵,溴噁草松,Bromoxynil,草枯灵、草灭灵
- **中英文通用名**: 溴敌隆 (Brodifacoum)，别名：溴鼠灵,溴敌隆,Brodifacoum,溴鼠灵
- **中英文通用名**: 溴氟醚菊酯 / Bifluthrin；常见别名：无,溴氟醚菊酯,Bifluthrin,
- **中英文通用名**: 溴氰菊酯 (Deltamethrin)，别名：德尔塔灭、德尔塔梅斯,溴氰菊酯,Deltamethrin,德尔塔灭、德尔塔梅斯
- **中英文通用名**: 溴氰虫酰胺 (Brompyrazam)，别名：溴虫酰胺,溴氰虫酰胺,Brompyrazam,溴虫酰胺
- **中英文通用名**: 溴甲烷 (Methyl bromide)，别名：溴化甲烷、甲基溴,溴甲烷,Methyl bromide,溴化甲烷、甲基溴
"- **中英文通用名**: 溴硝醇 (Bromonitrol)；别名：2,4-二溴-6-硝基苯酚",溴硝醇,Bromonitrol,2、4-二溴-6-硝基苯酚
- **中英文通用名**: 溴苯腈 (Bromoxynil)；常见别名：溴氧腈,溴苯腈,Bromoxynil,溴氧腈
- **中英文通用名**: 溴菌腈 (Bromothiozine)，别名：百菌清 (Brachysporin),溴菌腈,Bromothiozine,百菌清 (Brachysporin)
- **中英文通用名**: 溴虫氟苯双酰胺 (Brompyrazam),溴虫氟苯双酰胺,Brompyrazam,
- **中英文通用名**: 溴虫腈 (Bromcyanthrin)；常见别名：百灭宁,溴虫腈,Bromcyanthrin,百灭宁
- **中英文通用名**: 溴螨酯 (Bromopropylate)，别名：螨危,溴螨酯,Bromopropylate,螨危
- **中英文通用名**: 溴谷隆 (Bromacil)，别名：溴敌隆、溴灭灵,溴谷隆,Bromacil,溴敌隆、溴灭灵
- **中英文通用名**: 溴鼠灵 (Bromadiolone)，别名：溴敌隆,溴鼠灵,Bromadiolone,溴敌隆
- **中英文通用名**: 溴鼠胺 (Bromadiolone)，别名：溴敌隆、溴灭鼠灵,溴鼠胺,Bromadiolone,溴敌隆、溴灭鼠灵
"- **中英文通用名**: 2,4-滴 (2,4-Dichlorophenoxyacetic acid)，常见别名有2,4-D","2,4-滴",4-Dichlorophenoxyacetic acid,2、4-D
"- **中英文通用名**: 2,4-滴丁酯 (2,4-D butyl ester)，别名：2,4-二氯苯氧乙酸丁酯","2,4-滴丁酯",4-D butyl ester,2、4-二氯苯氧乙酸丁酯
"- **中英文通用名**: 2,4-滴丁酸 (2,4-Dichlorophenoxyacetic acid butyl ester)，常见别名有2,4-DB","2,4-滴丁酸",4-Dichlorophenoxyacetic acid butyl ester,2、4-DB
"- **中英文通用名**: 2,4-滴异辛酯 (2,4-D octyl ester)，别名：2,4-D 异辛基酯","2,4-滴异辛酯",4-D octyl ester,2、4-D 异辛基酯
"- **中英文通用名**: 滴滴涕, DDT, Dichlorodiphenyltrichloroethane",滴滴涕,Dichlorodiphenyltrichloroethane,DDT
"- **中英文通用名**: 2,4-滴钠盐 (Sodium salt of 2,4-D)，常见别名包括2,4-D钠盐","2,4-滴钠盐",Sodium salt of 2,4-D、2、4-D钠盐
- **中英文通用名**: 灭多威 (Methomyl)，别名：速灭威,灭多威,Methomyl,速灭威
- **中英文通用名**: 灭幼脲 (Chlorbenzuron)，别名：除虫脲、灭幼宝,灭幼脲,Chlorbenzuron,除虫脲、灭幼宝
- **中英文通用名**: 灭线磷 (Phoxim)，别名：福美磷、氧乐果,灭线磷,Phoxim,福美磷、氧乐果
- **中英文通用名**: 灭草松 (Bentazon)，别名：苯达松,灭草松,Bentazon,苯达松
- **中英文通用名**: 灭菌丹 (Metam Sodium)，别名：甲基硫代硫酸钠,灭菌丹,Metam Sodium,甲基硫代硫酸钠
- **中英文通用名**: 灭菌唑 (Myclobutanil)，常见别名：粉锈宁,灭菌唑,Myclobutanil,粉锈宁
- **中英文通用名**: 灭藻醌 (Algaecide Quinone)，别名：藻克星,灭藻醌,Algaecide Quinone,藻克星
"- **中英文通用名**: 灭蚜磷 (Phosphocarb), 别名：蚜灭磷、蚜虱净",灭蚜磷,Phosphocarb,蚜灭磷、蚜虱净
- **中英文通用名**: 灭蝇胺 (Cyromazine)，别名：环丙氨嗪,灭蝇胺,Cyromazine,环丙氨嗪
- **中英文通用名**: 灭螨醌 (Pymetrozine)，别名：安打螨,灭螨醌,Pymetrozine,安打螨
- **中英文通用名**: 灭锈胺 (Pyraclostrobin)，别名：吡唑醚菌酯,灭锈胺,Pyraclostrobin,吡唑醚菌酯
"- **中英文通用名**: 炔丙菊酯 (Propoxur), 别名：拜灭宁 (Baygon)",炔丙菊酯,Propoxur,拜灭宁 (Baygon)
- **中英文通用名**: 炔味菊酯 (Cyphenothrin)，别名：赛灭宁,炔味菊酯,Cyphenothrin,赛灭宁
- **中英文通用名**: 炔咪菊酯 (Pymetrozine)，别名：阿维菌素 B1a,炔咪菊酯,Pymetrozine,阿维菌素 B1a
- **中英文通用名**: 炔苯酰草胺 (Quizalofop-p-ethyl)，常见别名：禾草特,炔苯酰草胺,Quizalofop-p-ethyl,禾草特
- **中英文通用名**: 炔草酯 (Pinoxaden)，别名：炔草酸,炔草酯,Pinoxaden,炔草酸
- **中英文通用名**: 炔螨特 / Propargite；常见别名：螨危、螨死净,炔螨特,Propargite,螨危、螨死净
- **中英文通用名**: 烟嘧磺隆 (Nicosulfuron)，别名：玉农乐,烟嘧磺隆,Nicosulfuron,玉农乐
- **中英文通用名**: 烟碱 (Nicotine)，别名：尼古丁,烟碱,Nicotine,尼古丁
**中英文通用名**: 烯丙基硫醚 (Allyl Sulfide)，别名：丙烯基硫醚,烯丙基硫醚,Allyl Sulfide,丙烯基硫醚
- **中英文通用名**: 烯丙苯噻唑 (Pyraclostrobin)，别名：百克、百克威,烯丙苯噻唑,Pyraclostrobin,百克、百克威
"- **中英文通用名**: R-烯唑醇 (英文名: R-Propiconazole, 常见别名: Propiconazole)",R-烯唑醇,英文名: R-Propiconazole,常见别名: Propiconazole
- **中英文通用名**: 烯啶虫胺 (Nitenpyram)，别名：尼替吡胺,烯啶虫胺,Nitenpyram,尼替吡胺
- **中英文通用名**: 烯效唑 (Uniconazole),烯效唑,Uniconazole,
- **中英文通用名**: 烯禾啶 (Sethoxydim)，别名：禾草灵,烯禾啶,Sethoxydim,禾草灵
- **中英文通用名**: 烯肟菌胺 (Oxathiapiprolin)，别名：Oxathipro,烯肟菌胺,Oxathiapiprolin,Oxathipro
- **中英文通用名**: 烯肟菌酯 (Enestroburin)，别名：烯肟菌胺,烯肟菌酯,Enestroburin,烯肟菌胺
- **中英文通用名**: 烯草胺 (Clodinafop)；常见别名：麦草畏,烯草胺,Clodinafop,麦草畏
"- **中英文通用名**: 烯草酮 (Clodinafop), 常见别名：克草灵",烯草酮,Clodinafop,克草灵
- **中英文通用名**: 烯虫乙酯 (Pyriproxyfen)，别名：灭幼宝、扑虱灵,烯虫乙酯,Pyriproxyfen,灭幼宝、扑虱灵
- **中英文通用名**: 烯虫炔酯 (Tebufenozide)，别名：特福力,烯虫炔酯,Tebufenozide,特福力
"- **中英文通用名**: 烯虫磷 (Chlorpyrifos), 常见别名：乐果、Dursban",烯虫磷,Chlorpyrifos,乐果、Dursban
- **中英文通用名**: S-烯虫酯 (S-kinoprene)；别名：保幼激素类似物,S-烯虫酯,S-kinoprene,保幼激素类似物
- **中英文通用名**: 烯酰吗啉 (Fenamidone)，别名：安泰生、安泰灵,烯酰吗啉,Fenamidone,安泰生、安泰灵
- **中英文通用名**: 特丁净 (Tebuthiuron)，别名：特丁隆,特丁净,Tebuthiuron,特丁隆
- **中英文通用名**: 特丁噻草隆 (Tribenuron-methyl)，别名：苯磺隆甲酯,特丁噻草隆,Tribenuron-methyl,苯磺隆甲酯
- **中英文通用名**: 特丁津 (Tebuconazole)，别名：特普唑、特布康唑,特丁津,Tebuconazole,特普唑、特布康唑
- **中英文通用名**: 特丁硫磷 (Tebufenozide)，别名：特丁苯酚,特丁硫磷,Tebufenozide,特丁苯酚
- **中英文通用名**: 特丁通 (Tebuconazole)，别名：特普唑、特布康唑,特丁通,Tebuconazole,特普唑、特布康唑
- **中英文通用名**: 特草定 (Tribenuron-methyl)，别名：苯磺隆甲酯,特草定,Tribenuron-methyl,苯磺隆甲酯
"- **中英文通用名**: 王铜 (Bacillus thuringiensis var. kurstaki, Btk) / 硫酸铜 (Copper sulfate)",王铜,Bacillus thuringiensis var. kurstaki,Btk、硫酸铜 (Copper sulfate)
- **中英文通用名**: 环丙唑醇 (Cyproconazole)，常见别名有环丙唑、赛普唑,环丙唑醇,Cyproconazole,环丙唑、赛普唑
- **中英文通用名**: 环丙嘧啶酸 (Cyclopyrimidic acid)，别名：无,环丙嘧啶酸,Cyclopyrimidic acid,
**中英文通用名**: 环丙嘧啶醇 (Cyclopropimide)；常见别名：无,环丙嘧啶醇,Cyclopropimide,
- **中英文通用名**: 环丙嘧磺隆 (Cyclosulfamuron)，别名：环丙磺酰胺,环丙嘧磺隆,Cyclosulfamuron,环丙磺酰胺
- **中英文通用名**: 环丙氟虫胺 (Cyflumetofen)，别名：氟虫胺,环丙氟虫胺,Cyflumetofen,氟虫胺
- **中英文通用名**: 环丙草磺胺 (Cyclosulfamuron)；别名：无,环丙草磺胺,Cyclosulfamuron,
- **中英文通用名**: 环丙酰草胺 (Cycloxydim)，别名：环丙氟草胺,环丙酰草胺,Cycloxydim,环丙氟草胺
- **中英文通用名**: 环吡氟草酮 (Haloxydine),环吡氟草酮,Haloxydine,
- **中英文通用名**: 环唑醇 (Cyazofamid)，别名：安泰生,环唑醇,Cyazofamid,安泰生
- **中英文通用名**: 环嗪酮 (Hexazinone)，别名：阿特拉津、阿特灵,环嗪酮,Hexazinone,阿特拉津、阿特灵
- **中英文通用名**: 环庚草醚 (Cycloheximide)，别名：环己酰亚胺,环庚草醚,Cycloheximide,环己酰亚胺
- **中英文通用名**: 环戊噁草酮 (Cycloxydim)，别名：环庚噁草酮,环戊噁草酮,Cycloxydim,环庚噁草酮
- **中英文通用名**: 环氟菌胺 (Fluazinam)，常见别名：氟环唑,环氟菌胺,Fluazinam,氟环唑
- **中英文通用名**: 环氧嘧磺隆 (Eprosulfam)，别名：无,环氧嘧磺隆,Eprosulfam,
- **中英文通用名**: 环氧虫啶 (Epoxyconazole)，别名：环丙唑醇,环氧虫啶,Epoxyconazole,环丙唑醇
- **中英文通用名**: 环磺酮 (Mesotrione)，别名：Callisto,环磺酮,Mesotrione,Callisto
"- **中英文通用名**: 环苯吡菌胺 (Cyclobutratin), 别名：环戊菌胺",环苯吡菌胺,Cyclobutratin,环戊菌胺
- **中英文通用名**: 环苯草酮 (Bensulfuron-methyl)，别名：苯磺隆甲酯,环苯草酮,Bensulfuron-methyl,苯磺隆甲酯
- **中英文通用名**: 环草定 (Cyclosulfamuron)，别名：环磺隆,环草定,Cyclosulfamuron,环磺隆
- **中英文通用名**: 环草隆 (Cyclosulfamuron)，别名：环磺隆,环草隆,Cyclosulfamuron,环磺隆
- **中英文通用名**: 环虫腈 (Chlorfenapyr)，别名：除虫腈,环虫腈,Chlorfenapyr,除虫腈
- **中英文通用名**: 环虫酰肼 (Tebufenozide)，别名：特福力,环虫酰肼,Tebufenozide,特福力
- **中英文通用名**: 环酯草醚 (Halosulfuron-methyl)，别名：稻思达,环酯草醚,Halosulfuron-methyl,稻思达
- **中英文通用名**: 环酰菌胺 (Cycloheximide)，别名：环己酰亚胺,环酰菌胺,Cycloheximide,环己酰亚胺
"- **中英文通用名**: 甘蓝夜蛾核多角体病毒 (Plutella xylostella nucleopolyhedrovirus, PxyNPV)",甘蓝夜蛾核多角体病毒,Plutella xylostella nucleopolyhedrovirus,PxyNPV
- **中英文通用名**: 甜菜宁 (Betanin),甜菜宁,Betanin,
- **中英文通用名**: 甜菜安 (Bensulfuron-methyl)，别名：苯磺隆甲酯,甜菜安,Bensulfuron-methyl,苯磺隆甲酯
"**中英文通用名**: 甜菜蛾多衣壳核多角体病毒 (Beet armyworm nucleopolyhedrovirus, BAWNPV)",甜菜蛾多衣壳核多角体病毒,Beet armyworm nucleopolyhedrovirus,BAWNPV
- **中英文通用名**: 生物丙烯菊酯 / Bioallethrin；常见别名：生物丙烯菊酯、生物丙烯菊酯-B,生物丙烯菊酯,Bioallethrin,生物丙烯菊酯-B
- **中英文通用名**: 生物丙烯菊酯 S-环戊烯基异构体 / Bioallethrin S-cyclopentenyl isomer,生物丙烯菊酯 S-环戊烯基异构体,Bioallethrin S-cyclopentenyl isomer,
- **中英文通用名**: S-生物烯丙菊酯 (S-Bioallethrin)；别名：S-烯丙菊酯,S-生物烯丙菊酯,S-Bioallethrin,S-烯丙菊酯
- **中英文通用名**: 生物苄呋菊酯 / Biofenvalerate；常见别名：无,生物苄呋菊酯,Biofenvalerate,
"- **中英文通用名**: 甲呋酰胺 (Mefenpyr), 别名：解草酯",甲呋酰胺,Mefenpyr,解草酯
- **中英文通用名**: 甲咪唑烟酸 (Methiozolin)，别名：无,甲咪唑烟酸,Methiozolin,
- **中英文通用名**: 甲哌鎓 (Mepiquat)，别名：甲哌氯、甲基哌啶氯化物,甲哌鎓,Mepiquat,甲哌氯、甲基哌啶氯化物
- **中英文通用名**: 甲嘧磺隆 (Metsulfuron-methyl)，别名：甲基磺草酮,甲嘧磺隆,Metsulfuron-methyl,甲基磺草酮
- **中英文通用名**: 甲噻诱胺 (Methoxyfenozide)，别名：甲氧虫酰肼,甲噻诱胺,Methoxyfenozide,甲氧虫酰肼
- **中英文通用名**: 甲基乙拌磷 (Methomyl)，别名：甲拌磷、Lannate,甲基乙拌磷,Methomyl,甲拌磷、Lannate
- **中英文通用名**: 甲基二磺隆 (Metsulfuron-methyl)，别名：甲磺隆、甲基磺隆,甲基二磺隆,Metsulfuron-methyl,甲磺隆、甲基磺隆
- **中英文通用名**: 甲基内吸磷 (Methomyl)，别名：灭多威,甲基内吸磷,Methomyl,灭多威
- **中英文通用名**: 甲基吡啶磷 (Methylpyridaphenthion)，别名：甲基吡啶硫磷,甲基吡啶磷,Methylpyridaphenthion,甲基吡啶硫磷
- **中英文通用名**: 甲基吡噁磷 (Methylpyrimiphos)，别名：甲基嘧啶磷,甲基吡噁磷,Methylpyrimiphos,甲基嘧啶磷
- **中英文通用名**: 甲基嘧啶磷 (Methidathion)，别名：甲基嘧啶磷、嘧啶磷甲酯,甲基嘧啶磷,Methidathion,嘧啶磷甲酯
- **中英文通用名**: 甲基对硫磷 (Methyl Parathion)，别名：甲基1605、甲基硫磷、甲基对氧磷,甲基对硫磷,Methyl Parathion,甲基1605、甲基硫磷、甲基对氧磷
- **中英文通用名**: 甲基毒死蜱 (Methyl parathion)，别名：甲基对硫磷、甲基帕硫磷,甲基毒死蜱,Methyl parathion,甲基对硫磷、甲基帕硫磷
- **中英文通用名**: 甲基毒虫畏 (Methomyl)，别名：灭多威,甲基毒虫畏,Methomyl,灭多威
- **中英文通用名**: 甲基硫菌灵 (Methyl Thiophanate)，别名：甲基托布津 (Thiophanate-methyl),甲基硫菌灵,Methyl Thiophanate,甲基托布津 (Thiophanate-methyl)
- **中英文通用名**: 甲基碘磺隆钠盐 (Methyl Iodosulfuron-methyl-sodium)；常见别名：无,甲基碘磺隆钠盐,Methyl Iodosulfuron-methyl-sodium,
- **中英文通用名**: 甲基立枯磷 (Methyl isofenphos)，别名：甲基异菌磷、甲基异柳磷,甲基立枯磷,Methyl isofenphos,甲基异菌磷、甲基异柳磷
- **中英文通用名**: 甲基胂酸 (Methylarsonic acid)，别名：甲胂酸,甲基胂酸,Methylarsonic acid,甲胂酸
- **中英文通用名**: 甲基谷硫磷 (Methoxychlor)，别名：灭蚊灵、灭蝇灵,甲基谷硫磷,Methoxychlor,灭蚊灵、灭蝇灵
- **中英文通用名**: 甲拌磷 (Methamidophos)，别名：3911、甲基硫环磷,甲拌磷,Methamidophos,3911、甲基硫环磷
- **中英文通用名**: 甲氧咪草烟 (Methiozolin)，别名：无,甲氧咪草烟,Methiozolin,
- **中英文通用名**: 甲氧噻草胺 (Methiothepin)，别名：噻草安,甲氧噻草胺,Methiothepin,噻草安
- **中英文通用名**: 甲氧磺草胺 (Mesosulfuron-methyl)，别名：甲氧磺隆,甲氧磺草胺,Mesosulfuron-methyl,甲氧磺隆
- **中英文通用名**: 甲氧苄氟菊酯 (Meperfluthrin)，别名：蚊灭酯,甲氧苄氟菊酯,Meperfluthrin,蚊灭酯
- **中英文通用名**: 甲氧虫酰肼 (Methoxyfenozide)，别名：甲氧虫酰胺,甲氧虫酰肼,Methoxyfenozide,甲氧虫酰胺
- **中英文通用名**: 甲氧隆 (Methoxyfenozide)，别名：甲氧虫酰肼,甲氧隆,Methoxyfenozide,甲氧虫酰肼
- **中英文通用名**: 甲氨基阿维菌素苯甲酸盐 / Abamectin Benzoate；常见别名：甲维盐,甲氨基阿维菌素苯甲酸盐,Abamectin Benzoate,甲维盐
"- **中英文通用名**: 2,4-二氯苯氧乙酸 (2,4-Dichlorophenoxyacetic acid, 2,4-D); 常见别名：2,4-D","2,4-二氯苯氧乙酸",4-Dichlorophenoxyacetic acid,2、4-D
"- **中英文通用名**: 2,4-二氯苯氧乙酸丁酯 (2,4-D butyl ester)；2,4-D丁酯","2,4-二氯苯氧乙酸丁酯",4-D butyl ester,2、4-D丁酯
- **中英文通用名**: 甲4氯乙硫酯 (Chlorpyrifos-methyl)，别名：甲基毒死蜱,甲4氯乙硫酯,Chlorpyrifos-methyl,甲基毒死蜱
- **中英文通用名**: 2甲4氯异辛酯 (MCPA isooctyl ester)，常见别名：麦草畏异辛酯,2甲4氯异辛酯,MCPA isooctyl ester,麦草畏异辛酯
"- **中英文通用名**: 2,4-二氯苯氧乙酸钠 (Sodium 2,4-Dichlorophenoxyacetate)，常见别名有2甲4氯钠盐、2,4-D钠盐","2,4-二氯苯氧乙酸钠",4-Dichlorophenoxyacetate,Sodium 2、2甲4氯钠盐、2、4-D钠盐
- **中英文通用名**: 甲氰菊酯 (Cypermethrin)，常见别名：氰戊菊酯,甲氰菊酯,Cypermethrin,氰戊菊酯
**中英文通用名**: 甲硫唑草啉 (Methiozolin),甲硫唑草啉,Methiozolin,
- **中英文通用名**: 甲磺草胺 (Mesosulfuron-methyl)，别名：甲基磺草胺,甲磺草胺,Mesosulfuron-methyl,甲基磺草胺
- **中英文通用名**: 甲磺隆 (Metsulfuron-methyl)，常见别名有甲基磺草酮、甲磺隆甲酯,甲磺隆,Metsulfuron-methyl,甲基磺草酮、甲磺隆甲酯
- **中英文通用名**: 甲羧除草醚 (Carfentrazone-ethyl)，别名：甲羧除草剂,甲羧除草醚,Carfentrazone-ethyl,甲羧除草剂
- **中英文通用名**: 甲胺磷 (Methamidophos)，别名：甲基氨基甲酸酯、甲基氨基甲酸甲酯,甲胺磷,Methamidophos,甲基氨基甲酸酯、甲基氨基甲酸甲酯
- **中英文通用名**: 甲苯氟磺胺 (Tolclofos-methyl)，别名：甲基托布津,甲苯氟磺胺,Tolclofos-methyl,甲基托布津
"- **中英文通用名**: 甲草胺 (Alachlor)，常见别名：Lasso, Finale, Micro-Tech",甲草胺,Alachlor,Lasso、Finale、Micro-Tech
- **中英文通用名**: 甲萘威 (Carbaryl)，别名：西维因、Sevin,甲萘威,Carbaryl,西维因、Sevin
"- **中英文通用名**: 甲萘灵 (Methanilam)；别名：N-(1,1-二甲基乙基)-2-萘胺",甲萘灵,Methanilam,"N-(1,1-二甲基乙基)-2-萘胺"
- **中英文通用名**: 甲酰氨基嘧磺隆 (Flumetsulam)，别名：氟磺胺草醚,甲酰氨基嘧磺隆,Flumetsulam,氟磺胺草醚
- **中英文通用名**: 甲酰胺磺隆 (Florasulam)，别名：无,甲酰胺磺隆,Florasulam,
- **中英文通用名**: 甲醚菊酯 (Prallethrin)，别名：百灭宁,甲醚菊酯,Prallethrin,百灭宁
- **中英文通用名**: 甲霜灵 (Mefenoxam)，别名：安克 (Ancore),甲霜灵,Mefenoxam,安克 (Ancore)
- **中英文通用名**: 申嗪霉素 (Szinomycin)，别名：链霉菌素,申嗪霉素,Szinomycin,链霉菌素
- **中英文通用名**: 百治磷 (Bensulide)，别名：苯硫磷,百治磷,Bensulide,苯硫磷
- **中英文通用名**: 百草枯 (Paraquat)；常见别名：克芜踪 (Gramoxone),百草枯,Paraquat,克芜踪 (Gramoxone)
- **中英文通用名**: 百菌清 (Chlorothalonil)，别名：克菌丹、多菌灵,百菌清,Chlorothalonil,克菌丹、多菌灵
- **中英文通用名**: 短小芽孢杆菌 (Bacillus pumilus)，别名：无,短小芽孢杆菌,Bacillus pumilus,
- **中英文通用名**: 矮壮素 (Chlormequat Chloride)，别名：CCC,矮壮素,Chlormequat Chloride,CCC
- **中英文通用名**: 石硫合剂 / Lime sulfur；别名：石灰硫磺合剂,石硫合剂,Lime sulfur,石灰硫磺合剂
- **中英文通用名**: 矿物油 / Mineral Oil；石蜡油、白油,矿物油,Mineral Oil,石蜡油、白油
- **中英文通用名**: 砜吡草唑 (Sulcotrione)，别名：磺草酮,砜吡草唑,Sulcotrione,磺草酮
- **中英文通用名**: 砜嘧磺隆 (Sulfometuron methyl)，别名：甲磺隆,砜嘧磺隆,Sulfometuron methyl,甲磺隆
- **中英文通用名**: 砺嘧磺隆 (Lisinopril) / 别名：无,砺嘧磺隆,Lisinopril,
- **中英文通用名**: 硅噻菌胺 (Silthioconazole)，别名：硅噻唑,硅噻菌胺,Silthioconazole,硅噻唑
- **中英文通用名**: 硅氟唑 (Silthiofam)，别名：无,硅氟唑,Silthiofam,
- **中英文通用名**: 硝磺草酮 (Mesotrione)，别名：百速顿 (Besuntron),硝磺草酮,Mesotrione,百速顿 (Besuntron)
"- **中英文通用名**: 硝苯菌酯 (Nitrofen)；别名：硝酚、2,4-二硝基-6-(2,4,6-三氯苯氧基)苯酚",硝苯菌酯,Nitrofen,"硝酚、2、4-二硝基-6-(2,4,6-三氯苯氧基)苯酚"
- **中英文通用名**: 硝虫硫磷 (Oxamyl),硝虫硫磷,Oxamyl,
- **中英文通用名**: 硫丹 (Sulphur)；别名：硫磺、花硫,硫丹,Sulphur,硫磺、花硫
- **中英文通用名**: 硫双威 (Thiodicarb)，别名：甲基硫环磷、甲基硫环酯,硫双威,Thiodicarb,甲基硫环磷、甲基硫环酯
- **中英文通用名**: 硫磺 (Sulfur)，别名：硫、黄硫、花硫,硫磺,Sulfur,硫、黄硫、花硫
- **中英文通用名**: 硫线磷 (Phoxim)，别名：福美磷、福辛,硫线磷,Phoxim,福美磷、福辛
- **中英文通用名**: 硫虫酰胺 (Tolfenpyrad)，别名：氟虫酰胺,硫虫酰胺,Tolfenpyrad,氟虫酰胺
- **中英文通用名**: 硫酰氟 (Sulfuryl fluoride)，别名：氟化硫酰、氟化硫氧,硫酰氟,Sulfuryl fluoride,氟化硫酰、氟化硫氧
"- **中英文通用名**: 硫酸铜, Copper sulfate, 蓝矾, 胆矾",硫酸铜,Copper sulfate,蓝矾、胆矾
"- **中英文通用名**: 硫酸铜钙 (Cupric Calcium Sulfate, CaCuSO4·2H2O)；常见别名：波尔多液",硫酸铜钙,Cupric Calcium Sulfate,CaCuSO4·2H2O、波尔多液
- **中英文通用名**: 硫黄 (Sulfur)，别名：硫磺、硫,硫黄,Sulfur,硫磺、硫
- **中英文通用名**: 硼酸钠 (Sodium borate)，别名：硼砂、四硼酸钠,硼酸钠,Sodium borate,硼砂、四硼酸钠
- **中英文通用名**: 碘嗪磺隆 (Iodosulfuron-methyl-sodium)，别名：碘磺隆,碘嗪磺隆,Iodosulfuron-methyl-sodium,碘磺隆
- **中英文通用名**: 碘甲烷 (Methyl iodide)，别名：碘代甲烷,碘甲烷,Methyl iodide,碘代甲烷
- **中英文通用名**: 碘苯腈 (Iodosulfuron-methyl-sodium)，别名：碘磺草胺钠盐,碘苯腈,Iodosulfuron-methyl-sodium,碘磺草胺钠盐
- **中英文通用名**: 碱式硫酸铜 (Cupric hydroxide sulfate)；常见别名：波尔多液 (Bordeaux mixture),碱式硫酸铜,Cupric hydroxide sulfate,波尔多液 (Bordeaux mixture)
- **中英文通用名**: 磷化氢 (Phosphine)，别名：磷化氢气体,磷化氢,Phosphine,磷化氢气体
- **中英文通用名**: 磷化铝 (Aluminum Phosphide)，常见别名有 AlP、Phostoxin,磷化铝,Aluminum Phosphide,AlP、Phostoxin
- **中英文通用名**: 磷胺 (Phosphamidon)，别名：灭蚜磷、蚜灭多,磷胺,Phosphamidon,灭蚜磷、蚜灭多
- **中英文通用名**: 磺羧丁嘧啶 (Sulfentrazone)，别名：磺酰脲丁基三唑,磺羧丁嘧啶,Sulfentrazone,磺酰脲丁基三唑
- **中英文通用名**: 磺胺喹噁啉 (Sulfamethoxine)，别名：磺胺喹恶啉、SMX,磺胺喹噁啉,Sulfamethoxine,磺胺喹恶啉、SMX
- **中英文通用名**: 磺胺螨酯 (Sulfamethoxazole)，别名：SMZ,磺胺螨酯,Sulfamethoxazole,SMZ
- **中英文通用名**: 磺苯呋草酮 (Sulcotrione)，别名：磺草酮,磺苯呋草酮,Sulcotrione,磺草酮
- **中英文通用名**: 磺草灵 (Sulfosulfuron)，别名：磺酰脲灵,磺草灵,Sulfosulfuron,磺酰脲灵
- **中英文通用名**: 磺草酮 (Sulfentrazone)，别名：磺酰三唑酮,磺草酮,Sulfentrazone,磺酰三唑酮
- **中英文通用名**: 磺菌胺 (Sulfentrazone)，别名：磺草酮,磺菌胺,Sulfentrazone,磺草酮
- **中英文通用名**: 磺酰磺隆 (Sulfosulfuron)，别名：磺磺隆,磺酰磺隆,Sulfosulfuron,磺磺隆
- **中英文通用名**: 磺酰草吡唑 (Sulfonylurea Pyrazole)，常见别名：无,磺酰草吡唑,Sulfonylurea Pyrazole,
- **中英文通用名**: 福美双 (Thiram)，别名：赛力散、多菌灵,福美双,Thiram,赛力散、多菌灵
- **中英文通用名**: 福美铁 (Ferrous Dimethyldithiocarbamate)，常见别名有 Ferbam、Ferbam、Agroferm,福美铁,Ferrous Dimethyldithiocarbamate,Ferbam、Agroferm
